일자,시각,1시간평균 미세먼지농도(㎍/㎥)
2018-04-24,23,5.0
2018-04-25,0,5.0
2018-04-25,1,10.0
2018-04-25,2,18.0
2018-04-25,3,20.0
2018-04-25,4,17.0
2018-04-25,5,14.0
2018-04-25,6,22.0
2018-04-25,7,20.0
2018-04-25,8,17.0
2018-04-25,9,41.0
2018-04-25,10,57.0
2018-04-25,11,76.0
2018-04-25,12,79.0
2018-04-25,13,66.0
2018-04-25,14,57.0
2018-04-25,15,56.0
2018-04-25,16,44.0
2018-04-25,17,31.0
2018-04-25,18,38.0
2018-04-25,19,33.0
2018-04-25,20,28.0
2018-04-25,21,10.0
2018-04-25,22,5.0
2018-04-25,23,13.0
2018-04-26,0,15.0
2018-04-26,1,28.0
2018-04-26,2,28.0
2018-04-26,3,36.0
2018-04-26,4,33.0
2018-04-26,5,32.0
2018-04-26,6,33.0
2018-04-26,7,29.0
2018-04-26,8,36.0
2018-04-26,9,58.0
2018-04-26,10,61.0
2018-04-26,11,74.0
2018-04-26,12,78.0
2018-04-26,13,75.0
2018-04-26,14,56.0
2018-04-26,15,43.0
2018-04-26,16,42.0
2018-04-26,17,41.0
2018-04-26,18,55.0
2018-04-26,19,35.0
2018-04-26,20,23.0
2018-04-26,21,7.0
2018-04-26,22,
2018-04-26,23,
2018-04-27,0,7.0
2018-04-27,1,12.0
2018-04-27,2,27.0
2018-04-27,3,29.0
2018-04-27,4,31.0
2018-04-27,5,33.0
2018-04-27,6,28.0
2018-04-27,7,24.0
2018-04-27,8,21.0
2018-04-27,9,44.0
2018-04-27,10,56.0
2018-04-27,11,77.0
2018-04-27,12,75.0
2018-04-27,13,72.0
2018-04-27,14,59.0
2018-04-27,15,53.0
2018-04-27,16,48.0
2018-04-27,17,74.0
2018-04-27,18,72.0
2018-04-27,19,63.0
2018-04-27,20,47.0
2018-04-27,21,22.0
2018-04-27,22,30.0
2018-04-27,23,39.0
2018-04-28,0,43.0
2018-04-28,1,64.0
2018-04-28,2,77.0
2018-04-28,3,63.0
2018-04-28,4,59.0
2018-04-28,5,53.0
2018-04-28,6,49.0
2018-04-28,7,52.0
2018-04-28,8,46.0
2018-04-28,9,64.0
2018-04-28,10,80.0
2018-04-28,11,74.0
2018-04-28,12,52.0
2018-04-28,13,53.0
2018-04-28,14,38.0
2018-04-28,15,35.0
2018-04-28,16,27.0
2018-04-28,17,38.0
2018-04-28,18,44.0
2018-04-28,19,35.0
2018-04-28,20,27.0
2018-04-28,21,9.0
2018-04-28,22,
2018-04-28,23,18.0
2018-04-29,0,20.0
2018-04-29,1,28.0
2018-04-29,2,36.0
2018-04-29,3,40.0
2018-04-29,4,53.0
2018-04-29,5,43.0
2018-04-29,6,40.0
2018-04-29,7,37.0
2018-04-29,8,30.0
2018-04-29,9,54.0
2018-04-29,10,72.0
2018-04-29,11,83.0
2018-04-29,12,71.0
2018-04-29,13,70.0
2018-04-29,14,64.0
2018-04-29,15,53.0
2018-04-29,16,48.0
2018-04-29,17,61.0
2018-04-29,18,58.0
2018-04-29,19,52.0
2018-04-29,20,45.0
2018-04-29,21,36.0
2018-04-29,22,34.0
2018-04-29,23,33.0
2018-04-30,0,36.0
2018-04-30,1,49.0
2018-04-30,2,66.0
2018-04-30,3,63.0
2018-04-30,4,63.0
2018-04-30,5,61.0
2018-04-30,6,64.0
2018-04-30,7,65.0
2018-04-30,8,57.0
2018-04-30,9,67.0
2018-04-30,10,76.0
2018-04-30,11,97.0
2018-04-30,12,107.0
2018-04-30,13,76.0
2018-04-30,14,61.0
2018-04-30,15,81.0
2018-04-30,16,75.0
2018-04-30,17,68.0
2018-04-30,18,63.0
2018-04-30,19,58.0
2018-04-30,20,58.0
2018-04-30,21,42.0
2018-04-30,22,56.0
2018-04-30,23,66.0
2018-05-01,0,57.0
2018-05-01,1,48.0
2018-05-01,2,43.0
2018-05-01,3,51.0
2018-05-01,4,51.0
2018-05-01,5,39.0
2018-05-01,6,40.0
2018-05-01,7,57.0
2018-05-01,8,56.0
2018-05-01,9,44.0
2018-05-01,10,58.0
2018-05-01,11,60.0
2018-05-01,12,60.0
2018-05-01,13,50.0
2018-05-01,14,54.0
2018-05-01,15,47.0
2018-05-01,16,47.0
2018-05-01,17,53.0
2018-05-01,18,43.0
2018-05-01,19,37.0
2018-05-01,20,37.0
2018-05-01,21,35.0
2018-05-01,22,35.0
2018-05-01,23,38.0
2018-05-02,0,51.0
2018-05-02,1,59.0
2018-05-02,2,63.0
2018-05-02,3,47.0
2018-05-02,4,45.0
2018-05-02,5,46.0
2018-05-02,6,44.0
2018-05-02,7,40.0
2018-05-02,8,32.0
2018-05-02,9,31.0
2018-05-02,10,39.0
2018-05-02,11,35.0
2018-05-02,12,45.0
2018-05-02,13,26.0
2018-05-02,14,10.0
2018-05-02,15,46.0
2018-05-02,16,27.0
2018-05-02,17,10.0
2018-05-02,18,14.0
2018-05-02,19,12.0
2018-05-02,20,
2018-05-02,21,
2018-05-02,22,
2018-05-02,23,
2018-05-03,0,
2018-05-03,1,
2018-05-03,2,
2018-05-03,3,
2018-05-03,4,
2018-05-03,5,
2018-05-03,6,13.0
2018-05-03,7,25.0
2018-05-03,8,41.0
2018-05-03,9,73.0
2018-05-03,10,77.0
2018-05-03,11,63.0
2018-05-03,12,56.0
2018-05-03,13,46.0
2018-05-04,0,
2018-05-04,1,15.0
2018-05-04,2,20.0
2018-05-04,3,34.0
2018-05-04,4,26.0
2018-05-04,5,35.0
2018-05-04,6,32.0
2018-05-04,7,25.0
2018-05-04,8,25.0
2018-05-04,9,61.0
2018-05-04,10,69.0
2018-05-04,11,82.0
2018-05-04,12,68.0
2018-05-04,13,65.0
2018-05-04,14,56.0
2018-05-04,15,54.0
2018-05-04,16,56.0
2018-05-04,17,49.0
2018-05-04,18,48.0
2018-05-04,19,39.0
2018-05-04,20,28.0
2018-05-04,21,9.0
2018-05-04,22,4.0
2018-05-04,23,10.0
2018-05-05,0,10.0
2018-05-05,1,19.0
2018-05-05,2,21.0
2018-05-05,3,24.0
2018-05-05,4,25.0
2018-05-05,5,25.0
2018-05-05,6,23.0
2018-05-05,7,28.0
2018-05-05,8,29.0
2018-05-05,9,44.0
2018-05-05,10,66.0
2018-05-05,11,82.0
2018-05-05,12,73.0
2018-05-05,13,64.0
2018-05-05,14,56.0
2018-05-05,15,47.0
2018-05-05,16,49.0
2018-05-05,17,40.0
2018-05-05,18,39.0
2018-05-05,19,36.0
2018-05-05,20,30.0
2018-05-05,21,21.0
2018-05-05,22,11.0
2018-05-05,23,13.0
2018-05-06,0,20.0
2018-05-06,1,25.0
2018-05-06,2,25.0
2018-05-06,3,24.0
2018-05-06,4,13.0
2018-05-06,5,6.0
2018-05-06,6,
2018-05-06,7,
2018-05-06,8,6.0
2018-05-06,9,8.0
2018-05-06,10,10.0
2018-05-06,11,13.0
2018-05-06,12,7.0
2018-05-06,13,6.0
2018-05-06,14,11.0
2018-05-06,15,20.0
2018-05-06,16,17.0
2018-05-06,17,18.0
2018-05-06,18,32.0
2018-05-06,19,27.0
2018-05-06,20,14.0
2018-05-06,21,
2018-05-06,22,
2018-05-06,23,
2018-05-07,0,
2018-05-07,1,4.0
2018-05-07,2,10.0
2018-05-07,3,9.0
2018-05-07,4,17.0
2018-05-07,5,16.0
2018-05-07,6,17.0
2018-05-07,7,14.0
2018-05-07,8,16.0
2018-05-07,9,18.0
2018-05-07,10,29.0
2018-05-07,11,39.0
2018-05-07,12,59.0
2018-05-07,13,71.0
2018-05-07,14,67.0
2018-05-07,15,58.0
2018-05-07,16,58.0
2018-05-07,17,43.0
2018-05-07,18,56.0
2018-05-07,19,61.0
2018-05-07,20,51.0
2018-05-07,21,32.0
2018-05-07,22,32.0
2018-05-07,23,32.0
2018-05-08,0,36.0
2018-05-08,1,21.0
2018-05-08,2,26.0
2018-05-08,3,9.0
2018-05-08,4,
2018-05-08,5,
2018-05-08,6,
2018-05-08,7,
2018-05-08,8,
2018-05-08,9,35.0
2018-05-08,10,55.0
2018-05-08,11,57.0
2018-05-08,12,53.0
2018-05-08,13,44.0
2018-05-08,14,31.0
2018-05-08,15,28.0
2018-05-08,16,26.0
2018-05-08,17,27.0
2018-05-08,18,
2018-05-08,19,
2018-05-08,20,
2018-05-08,21,
2018-05-08,22,
2018-05-08,23,
2018-05-09,0,
2018-05-09,1,
2018-05-09,2,
2018-05-09,3,
2018-05-09,4,
2018-05-09,5,
2018-05-09,6,
2018-05-09,7,
2018-05-09,8,
2018-05-09,9,36.0
2018-05-09,10,63.0
2018-05-09,11,65.0
2018-05-09,12,59.0
2018-05-09,13,54.0
2018-05-09,14,49.0
2018-05-09,15,43.0
2018-05-09,16,53.0
2018-05-09,17,45.0
2018-05-09,18,36.0
2018-05-09,19,35.0
2018-05-09,20,20.0
2018-05-09,21,
2018-05-09,22,
2018-05-09,23,
2018-05-10,0,
2018-05-10,1,5.0
2018-05-10,2,16.0
2018-05-10,3,14.0
2018-05-10,4,26.0
2018-05-10,5,24.0
2018-05-10,6,25.0
2018-05-10,7,30.0
2018-05-10,8,23.0
2018-05-10,9,45.0
2018-05-10,10,56.0
2018-05-10,11,78.0
2018-05-10,12,74.0
2018-05-10,13,66.0
2018-05-10,14,57.0
2018-05-10,15,59.0
2018-05-10,16,49.0
2018-05-10,17,36.0
2018-05-10,18,40.0
2018-05-10,19,42.0
2018-05-10,20,21.0
2018-05-10,21,
2018-05-10,22,
2018-05-10,23,
2018-05-11,0,18.0
2018-05-11,1,35.0
2018-05-11,2,48.0
2018-05-11,3,37.0
2018-05-11,4,35.0
2018-05-11,5,29.0
2018-05-11,6,30.0
2018-05-11,7,39.0
2018-05-11,8,35.0
2018-05-11,9,45.0
2018-05-11,10,53.0
2018-05-11,11,78.0
2018-05-11,12,78.0
2018-05-11,13,81.0
2018-05-11,14,87.0
2018-05-11,15,92.0
2018-05-11,16,84.0
2018-05-11,17,54.0
2018-05-11,18,29.0
2018-05-11,19,19.0
2018-05-11,20,20.0
2018-05-11,21,20.0
2018-05-11,22,29.0
2018-05-11,23,29.0
2018-05-12,0,42.0
2018-05-12,1,54.0
2018-05-12,2,60.0
2018-05-12,3,66.0
2018-05-12,4,59.0
2018-05-12,5,45.0
2018-05-12,6,49.0
2018-05-12,7,44.0
2018-05-12,8,27.0
2018-05-12,9,10.0
2018-05-12,10,15.0
2018-05-12,11,14.0
2018-05-12,12,7.0
2018-05-12,13,
2018-05-12,14,8.0
2018-05-12,15,8.0
2018-05-12,16,9.0
2018-05-12,17,8.0
2018-05-12,18,10.0
2018-05-12,19,6.0
2018-05-12,20,9.0
2018-05-12,21,12.0
2018-05-12,22,10.0
2018-05-12,23,7.0
2018-05-13,0,5.0
2018-05-13,1,
2018-05-13,2,7.0
2018-05-13,3,6.0
2018-05-13,4,9.0
2018-05-13,5,14.0
2018-05-13,6,8.0
2018-05-13,7,4.0
2018-05-13,8,8.0
2018-05-13,9,11.0
2018-05-13,10,18.0
2018-05-13,11,19.0
2018-05-13,12,22.0
2018-05-13,13,45.0
2018-05-13,14,55.0
2018-05-13,15,53.0
2018-05-13,16,52.0
2018-05-13,17,40.0
2018-05-13,18,38.0
2018-05-13,19,41.0
2018-05-13,20,
2018-05-13,21,
2018-05-13,22,
2018-05-13,23,
2018-05-14,0,
2018-05-14,1,9.0
2018-05-14,2,33.0
2018-05-14,3,41.0
2018-05-14,4,46.0
2018-05-14,5,36.0
2018-05-14,6,29.0
2018-05-14,7,36.0
2018-05-14,8,43.0
2018-05-14,9,52.0
2018-05-14,10,53.0
2018-05-14,11,54.0
2018-05-14,12,88.0
2018-05-14,13,86.0
2018-05-14,14,101.0
2018-05-14,15,104.0
2018-05-14,16,112.0
2018-05-14,17,95.0
2018-05-14,18,76.0
2018-05-14,19,59.0
2018-05-14,20,51.0
2018-05-14,21,49.0
2018-05-14,22,42.0
2018-05-14,23,54.0
2018-05-15,0,56.0
2018-05-15,1,70.0
2018-05-15,2,77.0
2018-05-15,3,59.0
2018-05-15,4,40.0
2018-05-15,5,50.0
2018-05-15,6,57.0
2018-05-15,7,59.0
2018-05-15,8,65.0
2018-05-15,9,86.0
2018-05-15,10,90.0
2018-05-15,11,83.0
2018-05-15,12,97.0
2018-05-15,13,84.0
2018-05-15,14,78.0
2018-05-15,15,70.0
2018-05-15,16,63.0
2018-05-15,17,53.0
2018-05-15,18,43.0
2018-05-15,19,30.0
2018-05-15,20,17.0
2018-05-15,21,29.0
2018-05-15,22,34.0
2018-05-15,23,37.0
2018-05-16,0,40.0
2018-05-16,1,43.0
2018-05-16,2,50.0
2018-05-16,3,61.0
2018-05-16,4,47.0
2018-05-16,5,44.0
2018-05-16,6,34.0
2018-05-16,7,27.0
2018-05-16,8,23.0
2018-05-16,9,20.0
2018-05-16,10,11.0
2018-05-16,11,17.0
2018-05-16,12,
2018-05-17,0,
2018-05-17,1,9.0
2018-05-17,2,
2018-05-17,3,
2018-05-18,7,
2018-05-18,8,
2018-05-18,9,
2018-05-18,10,
2018-05-18,11,
2018-05-18,12,7.0
2018-05-18,13,4.0
2018-05-18,14,9.0
2018-05-18,15,37.0
2018-05-18,16,12.0
2018-05-18,17,10.0
2018-05-18,18,8.0
2018-05-18,19,10.0
2018-05-18,20,4.0
2018-05-18,21,
2018-05-18,22,
2018-05-18,23,
2018-05-19,0,
2018-05-19,1,
2018-05-19,2,
2018-05-19,3,
2018-05-19,4,
2018-05-19,5,
2018-05-19,6,
2018-05-19,7,
2018-05-19,8,
2018-05-19,9,31.0
2018-05-19,10,48.0
2018-05-19,11,54.0
2018-05-19,12,55.0
2018-05-19,13,41.0
2018-05-19,14,38.0
2018-05-19,15,32.0
2018-05-19,16,33.0
2018-05-19,17,32.0
2018-05-19,18,39.0
2018-05-19,19,26.0
2018-05-19,20,
2018-05-19,21,
2018-05-19,22,
2018-05-19,23,
2018-05-20,0,
2018-05-20,1,
2018-05-20,2,
2018-05-20,3,
2018-05-20,4,
2018-05-20,5,
2018-05-20,6,
2018-05-20,7,
2018-05-20,8,4.0
2018-05-20,9,20.0
2018-05-20,10,27.0
2018-05-20,11,24.0
2018-05-20,12,36.0
2018-05-20,13,24.0
2018-05-20,14,28.0
2018-05-20,15,23.0
2018-05-20,16,19.0
2018-05-20,17,31.0
2018-05-20,18,33.0
2018-05-20,19,31.0
2018-05-20,20,19.0
2018-05-20,21,
2018-05-20,22,
2018-05-20,23,
2018-05-21,0,
2018-05-21,1,
2018-05-21,2,
2018-05-21,3,
2018-05-21,4,
2018-05-21,5,
2018-05-21,6,6.0
2018-05-21,7,
2018-05-21,8,
2018-05-21,9,32.0
2018-05-21,10,54.0
2018-05-21,11,72.0
2018-05-21,12,64.0
2018-05-21,13,54.0
2018-05-21,14,54.0
2018-05-21,15,38.0
2018-05-21,16,40.0
2018-05-21,17,21.0
2018-05-21,18,
2018-05-21,19,15.0
2018-05-21,20,22.0
2018-05-21,21,
2018-05-21,22,9.0
2018-05-21,23,6.0
2018-05-22,0,8.0
2018-05-22,1,10.0
2018-05-22,2,17.0
2018-05-22,3,16.0
2018-05-22,4,25.0
2018-05-22,5,16.0
2018-05-22,6,22.0
2018-05-22,7,13.0
2018-05-22,8,21.0
2018-05-22,9,43.0
2018-05-22,10,51.0
2018-05-22,11,52.0
2018-05-22,12,61.0
2018-05-22,13,61.0
2018-05-22,14,49.0
2018-05-22,15,41.0
2018-05-22,16,36.0
2018-05-22,17,15.0
2018-05-22,18,
2018-05-22,19,5.0
2018-05-22,20,9.0
2018-05-22,21,8.0
2018-05-22,22,
2018-05-22,23,5.0
2018-05-23,0,7.0
2018-05-23,1,
2018-05-23,2,6.0
2018-05-23,3,
2018-05-23,4,
2018-05-23,5,7.0
2018-05-23,6,
2018-05-23,7,7.0
2018-05-23,8,11.0
2018-05-23,9,25.0
2018-05-23,10,53.0
2018-05-23,11,71.0
2018-05-23,12,84.0
2018-05-23,13,103.0
2018-05-23,14,108.0
2018-05-23,15,79.0
2018-05-23,16,80.0
2018-05-23,17,80.0
2018-05-23,18,72.0
2018-05-23,19,71.0
2018-05-23,20,45.0
2018-05-23,21,19.0
2018-05-23,22,24.0
2018-05-23,23,26.0
2018-05-24,0,45.0
2018-05-24,1,49.0
2018-05-24,2,65.0
2018-05-24,3,67.0
2018-05-24,4,72.0
2018-05-24,5,61.0
2018-05-24,6,64.0
2018-05-24,7,54.0
2018-05-24,8,69.0
2018-05-24,9,94.0
2018-05-24,10,142.0
2018-05-24,11,152.0
2018-05-24,12,148.0
2018-05-24,13,134.0
2018-05-24,14,123.0
2018-05-24,15,124.0
2018-05-24,16,108.0
2018-05-24,17,114.0
2018-05-24,18,112.0
2018-05-24,19,108.0
2018-05-24,20,80.0
2018-05-24,21,63.0
2018-05-24,22,60.0
2018-05-24,23,64.0
2018-05-25,0,75.0
2018-05-25,1,86.0
2018-05-25,2,96.0
2018-05-25,3,90.0
2018-05-25,4,84.0
2018-05-25,5,89.0
2018-05-25,6,79.0
2018-05-25,7,73.0
2018-05-25,8,75.0
2018-05-25,9,108.0
2018-05-25,10,117.0
2018-05-25,11,131.0
2018-05-25,12,127.0
2018-05-25,13,111.0
2018-05-25,14,100.0
2018-05-25,15,79.0
2018-05-25,16,83.0
2018-05-25,17,68.0
2018-05-25,18,60.0
2018-05-25,19,67.0
2018-05-25,20,65.0
2018-05-25,21,50.0
2018-05-25,22,48.0
2018-05-25,23,47.0
2018-05-26,0,48.0
2018-05-26,1,48.0
2018-05-26,2,55.0
2018-05-26,3,56.0
2018-05-26,4,56.0
2018-05-26,5,57.0
2018-05-26,6,48.0
2018-05-26,7,51.0
2018-05-26,8,53.0
2018-05-26,9,88.0
2018-05-26,10,109.0
2018-05-26,11,126.0
2018-05-26,12,
2018-05-26,13,
2018-05-26,14,104.0
2018-05-26,15,89.0
2018-05-26,16,105.0
2018-05-26,17,88.0
2018-05-26,18,72.0
2018-05-26,19,79.0
2018-05-26,20,47.0
2018-05-26,21,21.0
2018-05-26,22,16.0
2018-05-26,23,31.0
2018-05-27,0,40.0
2018-05-27,1,55.0
2018-05-27,2,62.0
2018-05-27,3,59.0
2018-05-27,4,51.0
2018-05-27,5,50.0
2018-05-27,6,44.0
2018-05-27,7,45.0
2018-05-27,8,50.0
2018-05-27,9,57.0
2018-05-27,10,63.0
2018-05-27,11,82.0
2018-05-27,12,79.0
2018-05-27,13,80.0
2018-05-27,14,91.0
2018-05-27,15,72.0
2018-05-27,16,57.0
2018-05-27,17,47.0
2018-05-27,18,41.0
2018-05-27,19,42.0
2018-05-27,20,24.0
2018-05-27,21,29.0
2018-05-27,22,22.0
2018-05-27,23,22.0
2018-05-28,0,23.0
2018-05-28,1,37.0
2018-05-28,2,36.0
2018-05-28,3,33.0
2018-05-28,4,46.0
2018-05-28,5,49.0
2018-05-28,6,44.0
2018-05-28,7,40.0
2018-05-28,8,44.0
2018-05-28,9,66.0
2018-05-28,10,81.0
2018-05-28,11,81.0
2018-05-28,12,82.0
2018-05-28,13,68.0
2018-05-28,14,61.0
2018-05-28,15,59.0
2018-05-28,16,77.0
2018-05-28,17,72.0
2018-05-28,18,51.0
2018-05-28,19,15.0
2018-05-28,20,
2018-05-28,21,
2018-05-28,22,
2018-05-29,8,
2018-05-29,9,39.0
2018-05-29,10,34.0
2018-05-29,11,43.0
2018-05-29,12,51.0
2018-05-29,13,47.0
2018-05-29,14,54.0
2018-05-29,15,67.0
2018-05-29,16,60.0
2018-05-29,17,30.0
2018-05-29,18,18.0
2018-05-29,19,12.0
2018-05-29,20,
2018-05-30,4,
2018-05-30,5,9.0
2018-05-30,6,22.0
2018-05-30,7,22.0
2018-05-30,8,24.0
2018-05-30,9,32.0
2018-05-30,10,32.0
2018-05-30,11,42.0
2018-05-30,12,45.0
2018-05-30,13,45.0
2018-05-30,14,40.0
2018-05-30,15,28.0
2018-05-30,16,40.0
2018-05-30,17,53.0
2018-05-30,18,42.0
2018-05-30,19,36.0
2018-05-30,20,27.0
2018-05-30,21,
2018-05-30,22,
2018-05-30,23,
2018-05-31,0,
2018-05-31,1,16.0
2018-05-31,2,27.0
2018-05-31,3,30.0
2018-05-31,4,32.0
2018-05-31,5,30.0
2018-05-31,6,16.0
2018-05-31,7,29.0
2018-05-31,8,30.0
2018-05-31,9,50.0
2018-05-31,10,77.0
2018-05-31,11,91.0
2018-05-31,12,85.0
2018-05-31,13,78.0
2018-05-31,14,69.0
2018-05-31,15,55.0
2018-05-31,16,53.0
2018-05-31,17,53.0
2018-05-31,18,47.0
2018-05-31,19,25.0
2018-05-31,20,23.0
2018-05-31,21,
2018-05-31,22,
2018-05-31,23,
2018-06-01,0,
2018-06-01,1,
2018-06-01,2,17.0
2018-06-01,3,24.0
2018-06-01,4,26.0
2018-06-01,5,35.0
2018-06-01,6,25.0
2018-06-01,7,26.0
2018-06-01,8,36.0
2018-06-01,9,66.0
2018-06-01,10,91.0
2018-06-01,11,102.0
2018-06-01,12,89.0
2018-06-01,13,79.0
2018-06-01,14,60.0
2018-06-01,15,44.0
2018-06-01,16,51.0
2018-06-01,17,46.0
2018-06-01,18,40.0
2018-06-01,19,33.0
2018-06-01,20,12.0
2018-06-01,21,
2018-06-01,22,
2018-06-01,23,
2018-06-02,0,
2018-06-02,1,10.0
2018-06-02,2,20.0
2018-06-02,3,30.0
2018-06-02,4,28.0
2018-06-02,5,33.0
2018-06-02,6,26.0
2018-06-02,7,33.0
2018-06-02,8,35.0
2018-06-02,9,62.0
2018-06-02,10,85.0
2018-06-02,11,96.0
2018-06-02,12,100.0
2018-06-02,13,44.0
2018-06-02,14,15.0
2018-06-02,15,9.0
2018-06-02,16,15.0
2018-06-02,17,20.0
2018-06-02,18,14.0
2018-06-02,19,9.0
2018-06-02,20,
2018-06-02,21,
2018-06-02,22,5.0
2018-06-02,23,4.0
2018-06-03,0,8.0
2018-06-03,1,14.0
2018-06-03,2,19.0
2018-06-03,3,25.0
2018-06-03,4,30.0
2018-06-03,5,31.0
2018-06-03,6,26.0
2018-06-03,7,17.0
2018-06-03,8,24.0
2018-06-03,9,47.0
2018-06-03,10,74.0
2018-06-03,11,68.0
2018-06-03,12,68.0
2018-06-03,13,55.0
2018-06-03,14,29.0
2018-06-03,15,24.0
2018-06-03,16,38.0
2018-06-03,17,36.0
2018-06-03,18,27.0
2018-06-03,19,12.0
2018-06-03,20,15.0
2018-06-03,21,11.0
2018-06-03,22,
2018-06-03,23,12.0
2018-06-04,0,12.0
2018-06-04,1,12.0
2018-06-04,2,12.0
2018-06-04,3,23.0
2018-06-04,4,21.0
2018-06-04,5,29.0
2018-06-04,6,32.0
2018-06-04,7,30.0
2018-06-04,8,35.0
2018-06-04,9,63.0
2018-06-04,10,71.0
2018-06-04,11,83.0
2018-06-04,12,69.0
2018-06-04,13,47.0
2018-06-04,14,36.0
2018-06-04,15,32.0
2018-06-04,16,14.0
2018-06-04,17,19.0
2018-06-04,18,27.0
2018-06-04,19,23.0
2018-06-04,20,18.0
2018-06-04,21,26.0
2018-06-04,22,17.0
2018-06-04,23,19.0
2018-06-05,0,26.0
2018-06-05,1,14.0
2018-06-05,2,34.0
2018-06-05,3,32.0
2018-06-05,4,27.0
2018-06-05,5,35.0
2018-06-05,6,28.0
2018-06-05,7,24.0
2018-06-05,8,30.0
2018-06-05,9,53.0
2018-06-05,10,38.0
2018-06-05,11,30.0
2018-06-05,12,24.0
2018-06-05,13,27.0
2018-06-05,14,30.0
2018-06-05,15,43.0
2018-06-05,16,57.0
2018-06-05,17,58.0
2018-06-05,18,46.0
2018-06-05,19,37.0
2018-06-05,20,38.0
2018-06-05,21,39.0
2018-06-05,22,41.0
2018-06-05,23,35.0
2018-06-06,0,37.0
2018-06-06,1,30.0
2018-06-06,2,30.0
2018-06-06,3,37.0
2018-06-06,4,30.0
2018-06-06,5,27.0
2018-06-06,6,29.0
2018-06-06,7,30.0
2018-06-06,8,36.0
2018-06-06,9,47.0
2018-06-06,10,52.0
2018-06-06,11,38.0
2018-06-06,12,44.0
2018-06-06,13,55.0
2018-06-06,14,53.0
2018-06-06,15,60.0
2018-06-06,16,56.0
2018-06-06,17,53.0
2018-06-06,18,31.0
2018-06-06,19,33.0
2018-06-06,20,32.0
2018-06-06,21,36.0
2018-06-06,22,37.0
2018-06-06,23,30.0
2018-06-07,0,24.0
2018-06-07,1,24.0
2018-06-07,2,29.0
2018-06-07,3,32.0
2018-06-07,4,33.0
2018-06-07,5,28.0
2018-06-07,6,30.0
2018-06-07,7,34.0
2018-06-07,8,36.0
2018-06-07,9,46.0
2018-06-07,10,44.0
2018-06-07,11,41.0
2018-06-07,12,36.0
2018-06-07,13,35.0
2018-06-07,14,43.0
2018-06-07,15,47.0
2018-06-07,16,57.0
2018-06-07,17,44.0
2018-06-07,18,46.0
2018-06-07,19,41.0
2018-06-07,20,35.0
2018-06-07,21,32.0
2018-06-07,22,28.0
2018-06-07,23,30.0
2018-06-08,0,21.0
2018-06-08,1,11.0
2018-06-08,2,12.0
2018-06-08,3,18.0
2018-06-08,4,15.0
2018-06-08,5,11.0
2018-06-08,6,15.0
2018-06-08,7,16.0
2018-06-08,8,21.0
2018-06-08,9,23.0
2018-06-08,10,36.0
2018-06-08,11,35.0
2018-06-08,12,29.0
2018-06-08,13,30.0
2018-06-08,14,41.0
2018-06-08,15,30.0
2018-06-08,16,32.0
2018-06-08,17,30.0
2018-06-08,18,34.0
2018-06-08,19,44.0
2018-06-08,20,48.0
2018-06-08,21,41.0
2018-06-08,22,37.0
2018-06-08,23,35.0
2018-06-09,0,33.0
2018-06-09,1,44.0
2018-06-09,2,50.0
2018-06-09,3,50.0
2018-06-09,4,31.0
2018-06-09,5,35.0
2018-06-09,6,32.0
2018-06-09,7,31.0
2018-06-09,8,31.0
2018-06-09,9,49.0
2018-06-09,10,45.0
2018-06-09,11,47.0
2018-06-09,12,34.0
2018-06-09,13,32.0
2018-06-09,14,32.0
2018-06-09,15,36.0
2018-06-09,16,35.0
2018-06-09,17,35.0
2018-06-09,18,34.0
2018-06-09,19,18.0
2018-06-09,20,16.0
2018-06-09,21,16.0
2018-06-09,22,9.0
2018-06-09,23,5.0
2018-06-10,0,
2018-06-10,1,10.0
2018-06-10,2,6.0
2018-06-10,3,
2018-06-10,4,
2018-06-10,5,
2018-06-10,6,
2018-06-10,7,4.0
2018-06-10,8,
2018-06-10,9,8.0
2018-06-10,10,9.0
2018-06-10,11,19.0
2018-06-10,12,20.0
2018-06-10,13,28.0
2018-06-10,14,17.0
2018-06-10,15,8.0
2018-06-10,16,12.0
2018-06-10,17,11.0
2018-06-10,18,8.0
2018-06-10,19,9.0
2018-06-10,20,7.0
2018-06-10,21,10.0
2018-06-10,22,
2018-06-10,23,
2018-06-11,0,
2018-06-11,1,
2018-06-11,2,
2018-06-11,3,
2018-06-11,4,
2018-06-11,5,
2018-06-11,6,
2018-06-11,7,
2018-06-11,8,
2018-06-11,9,38.0
2018-06-11,10,37.0
2018-06-11,11,22.0
2018-06-11,12,9.0
2018-06-11,13,11.0
2018-06-11,14,13.0
2018-06-11,15,
2018-06-12,0,
2018-06-12,1,
2018-06-12,2,
2018-06-12,3,
2018-06-12,4,
2018-06-12,5,
2018-06-12,6,
2018-06-12,7,3.0
2018-06-12,8,
2018-06-12,9,21.0
2018-06-12,10,32.0
2018-06-12,11,15.0
2018-06-12,12,15.0
2018-06-12,13,6.0
2018-06-12,14,19.0
2018-06-12,15,13.0
2018-06-12,16,16.0
2018-06-12,17,17.0
2018-06-12,18,15.0
2018-06-12,19,12.0
2018-06-12,20,14.0
2018-06-12,21,16.0
2018-06-12,22,10.0
2018-06-12,23,9.0
2018-06-13,0,7.0
2018-06-13,1,16.0
2018-06-13,2,
2018-06-13,3,21.0
2018-06-13,4,16.0
